,region,category,mode,powertrain,year,percent of vehicles
3133,Europe,Historical,Trucks,EV,2011,0.003500000108033
3138,Europe,Historical,Cars,EV,2011,0.074000000953674
3139,Europe,Historical,Buses,EV,2011,0.050000000745058
3142,Europe,Historical,Vans,EV,2011,0.129999995231628
3172,Europe,Historical,Vans,EV,2012,0.430000007152557
3175,Europe,Historical,Buses,EV,2012,0.086999997496605
3176,Europe,Historical,Cars,EV,2012,0.200000002980232
3181,Europe,Historical,Trucks,EV,2012,0.003800000064075
3205,Europe,Historical,Trucks,EV,2013,0.005299999844283
3210,Europe,Historical,Cars,EV,2013,0.419999986886978
3211,Europe,Historical,Buses,EV,2013,0.140000000596046
3214,Europe,Historical,Vans,EV,2013,0.449999988079071
3256,Europe,Historical,Vans,EV,2014,0.479999989271164
3259,Europe,Historical,Buses,EV,2014,0.360000014305115
3260,Europe,Historical,Cars,EV,2014,0.660000026226044
3265,Europe,Historical,Trucks,EV,2014,0.009999999776483
3283,Europe,Historical,Trucks,EV,2015,0.006099999882281
3287,Europe,Historical,Cars,EV,2015,1.20000004768372
3288,Europe,Historical,Buses,EV,2015,0.170000001788139
3290,Europe,Historical,Vans,EV,2015,0.519999980926514
3344,Europe,Historical,Vans,EV,2016,0.589999973773956
3346,Europe,Historical,Buses,EV,2016,0.920000016689301
3347,Europe,Historical,Cars,EV,2016,1.20000004768372
3351,Europe,Historical,Trucks,EV,2016,0.012000000104308
3370,Europe,Historical,Trucks,EV,2017,0.009899999946356
3374,Europe,Historical,Cars,EV,2017,1.70000004768372
3375,Europe,Historical,Buses,EV,2017,0.569999992847443
3377,Europe,Historical,Vans,EV,2017,0.740000009536743
3434,Europe,Historical,Vans,EV,2018,1.10000002384186
3436,Europe,Historical,Buses,EV,2018,1.10000002384186
3437,Europe,Historical,Cars,EV,2018,2.29999995231628
3441,Europe,Historical,Trucks,EV,2018,0.07599999755621
3460,Europe,Historical,Trucks,EV,2019,0.159999996423721
3464,Europe,Historical,Cars,EV,2019,3.29999995231628
3465,Europe,Historical,Buses,EV,2019,2.79999995231628
3467,Europe,Historical,Vans,EV,2019,1.29999995231628
3551,Europe,Projection-STEPS,Buses,EV,2020,4.69999980926514
3552,Europe,Projection-STEPS,Vans,EV,2020,2.09999990463257
3554,Europe,Projection-STEPS,Cars,EV,2020,10.0
3557,Europe,Projection-STEPS,Trucks,EV,2020,0.239999994635582
3561,Europe,Historical,Vans,EV,2020,2.09999990463257
3563,Europe,Historical,Buses,EV,2020,4.69999980926514
3564,Europe,Historical,Cars,EV,2020,10.0
3565,Europe,Projection-APS,Buses,EV,2020,4.69999980926514
3568,Europe,Projection-APS,Vans,EV,2020,2.09999990463257
3570,Europe,Projection-APS,Cars,EV,2020,10.0
3571,Europe,Projection-APS,Trucks,EV,2020,0.239999994635582
3576,Europe,Historical,Trucks,EV,2020,0.239999994635582
3686,Europe,Historical,Trucks,EV,2021,0.349999994039536
3691,Europe,Projection-APS,Trucks,EV,2021,0.349999994039536
3692,Europe,Projection-APS,Cars,EV,2021,17.0
3694,Europe,Projection-APS,Vans,EV,2021,2.90000009536743
3697,Europe,Projection-APS,Buses,EV,2021,6.69999980926514
3698,Europe,Historical,Cars,EV,2021,17.0
3699,Europe,Historical,Buses,EV,2021,6.69999980926514
3701,Europe,Historical,Vans,EV,2021,2.90000009536743
3705,Europe,Projection-STEPS,Trucks,EV,2021,0.349999994039536
3708,Europe,Projection-STEPS,Cars,EV,2021,17.0
3710,Europe,Projection-STEPS,Vans,EV,2021,2.90000009536743
3711,Europe,Projection-STEPS,Buses,EV,2021,6.69999980926514
3824,Europe,Projection-STEPS,Buses,EV,2022,9.19999980926514
3825,Europe,Projection-STEPS,Vans,EV,2022,5.19999980926514
3827,Europe,Projection-STEPS,Cars,EV,2022,20.0
3830,Europe,Projection-STEPS,Trucks,EV,2022,0.709999978542328
3833,Europe,Historical,Vans,EV,2022,5.19999980926514
3835,Europe,Historical,Buses,EV,2022,9.19999980926514
3836,Europe,Historical,Cars,EV,2022,20.0
3837,Europe,Projection-APS,Buses,EV,2022,9.19999980926514
3840,Europe,Projection-APS,Vans,EV,2022,5.19999980926514
3842,Europe,Projection-APS,Cars,EV,2022,20.0
3843,Europe,Projection-APS,Trucks,EV,2022,0.709999978542328
3848,Europe,Historical,Trucks,EV,2022,0.709999978542328
3961,Europe,Historical,Trucks,EV,2023,1.60000002384186
3966,Europe,Projection-APS,Trucks,EV,2023,1.60000002384186
3967,Europe,Projection-APS,Cars,EV,2023,21.0
3969,Europe,Projection-APS,Vans,EV,2023,7.19999980926514
3972,Europe,Projection-APS,Buses,EV,2023,14.0
3973,Europe,Historical,Cars,EV,2023,21.0
3974,Europe,Historical,Buses,EV,2023,14.0
3976,Europe,Historical,Vans,EV,2023,7.19999980926514
3978,Europe,Projection-STEPS,Trucks,EV,2023,1.60000002384186
3981,Europe,Projection-STEPS,Cars,EV,2023,21.0
3983,Europe,Projection-STEPS,Vans,EV,2023,7.19999980926514
3984,Europe,Projection-STEPS,Buses,EV,2023,14.0
4047,Europe,Projection-STEPS,Trucks,EV,2025,5.0
4048,Europe,Projection-STEPS,Buses,EV,2025,23.0
4049,Europe,Projection-STEPS,Vans,EV,2025,14.0
4051,Europe,Projection-STEPS,Cars,EV,2025,31.0
4072,Europe,Projection-APS,Buses,EV,2025,27.0
4075,Europe,Projection-APS,Trucks,EV,2025,6.0
4077,Europe,Projection-APS,Vans,EV,2025,15.0
4079,Europe,Projection-APS,Cars,EV,2025,31.0
4180,Europe,Projection-APS,Cars,EV,2030,62.0
4182,Europe,Projection-APS,Vans,EV,2030,52.0
4184,Europe,Projection-APS,Trucks,EV,2030,26.0
4187,Europe,Projection-APS,Buses,EV,2030,57.0
4216,Europe,Projection-STEPS,Cars,EV,2030,60.0
4218,Europe,Projection-STEPS,Vans,EV,2030,48.0
4219,Europe,Projection-STEPS,Buses,EV,2030,43.0
4220,Europe,Projection-STEPS,Trucks,EV,2030,22.0
4231,Europe,Projection-STEPS,Trucks,EV,2035,33.0
4232,Europe,Projection-STEPS,Buses,EV,2035,65.0
4233,Europe,Projection-STEPS,Vans,EV,2035,85.0
4235,Europe,Projection-STEPS,Cars,EV,2035,87.0
4264,Europe,Projection-APS,Buses,EV,2035,78.0
4267,Europe,Projection-APS,Trucks,EV,2035,43.0
4269,Europe,Projection-APS,Vans,EV,2035,93.0
4271,Europe,Projection-APS,Cars,EV,2035,92.0
4319,Finland,Historical,Cars,EV,2011,0.025000000372529
4326,Finland,Historical,Cars,EV,2012,0.170000001788139
4329,Finland,Historical,Cars,EV,2013,0.209999993443489
4342,Finland,Historical,Cars,EV,2014,0.409999996423721
4345,Finland,Historical,Cars,EV,2015,0.600000023841858
4360,Finland,Historical,Cars,EV,2016,1.20000004768372
4364,Finland,Historical,Vans,EV,2017,0.319999992847443
4366,Finland,Historical,Cars,EV,2017,2.59999990463257
4368,Finland,Historical,Trucks,EV,2017,0.050000000745058
4369,Finland,Historical,Buses,EV,2017,0.389999985694885
4393,Finland,Historical,Buses,EV,2018,0.200000002980232
4395,Finland,Historical,Cars,EV,2018,4.69999980926514
4397,Finland,Historical,Vans,EV,2018,0.349999994039536
4400,Finland,Historical,Vans,EV,2019,0.409999996423721
4401,Finland,Historical,Cars,EV,2019,6.90000009536743
4403,Finland,Historical,Trucks,EV,2019,0.043000001460314
4406,Finland,Historical,Buses,EV,2019,6.80000019073486
4437,Finland,Historical,Buses,EV,2020,8.80000019073486
4440,Finland,Historical,Trucks,EV,2020,0.129999995231628
4442,Finland,Historical,Cars,EV,2020,18.0
4443,Finland,Historical,Vans,EV,2020,1.60000002384186
4446,Finland,Historical,Vans,EV,2021,2.79999995231628
4447,Finland,Historical,Cars,EV,2021,31.0
4449,Finland,Historical,Trucks,EV,2021,0.07599999755621
4452,Finland,Historical,Buses,EV,2021,49.0
4486,Finland,Historical,Buses,EV,2022,66.0
4489,Finland,Historical,Trucks,EV,2022,0.569999992847443
4491,Finland,Historical,Cars,EV,2022,38.0
4492,Finland,Historical,Vans,EV,2022,6.40000009536743
4495,Finland,Historical,Vans,EV,2023,15.0
4496,Finland,Historical,Cars,EV,2023,54.0
4498,Finland,Historical,Trucks,EV,2023,1.89999997615814
4501,Finland,Historical,Buses,EV,2023,43.0
4526,France,Historical,Buses,EV,2010,0.28999999165535
4528,France,Historical,Vans,EV,2010,0.189999997615814
4530,France,Historical,Cars,EV,2010,0.012000000104308
4535,France,Historical,Trucks,EV,2010,0.061999998986721
4536,France,Historical,Trucks,EV,2011,0.017000000923872
4539,France,Historical,Cars,EV,2011,0.119999997317791
4543,France,Historical,Vans,EV,2011,0.389999985694885
4545,France,Historical,Buses,EV,2011,0.330000013113022
4565,France,Historical,Buses,EV,2012,0.430000007152557
4567,France,Historical,Vans,EV,2012,0.959999978542328
4573,France,Historical,Cars,EV,2012,0.330000013113022
4576,France,Historical,Trucks,EV,2012,0.014000000432134
4577,France,Historical,Trucks,EV,2013,0.016000000759959
4580,France,Historical,Cars,EV,2013,0.529999971389771
4587,France,Historical,Vans,EV,2013,1.5
4589,France,Historical,Buses,EV,2013,0.370000004768372
4614,France,Historical,Buses,EV,2014,0.699999988079071
4616,France,Historical,Vans,EV,2014,1.29999995231628
4623,France,Historical,Cars,EV,2014,0.689999997615814
4626,France,Historical,Trucks,EV,2014,0.032999999821186
4627,France,Historical,Trucks,EV,2015,0.002400000113994
4630,France,Historical,Cars,EV,2015,1.20000004768372
4637,France,Historical,Vans,EV,2015,1.60000002384186
4639,France,Historical,Buses,EV,2015,0.699999988079071
4665,France,Historical,Buses,EV,2016,1.20000004768372
4667,France,Historical,Vans,EV,2016,1.89999997615814
4676,France,Historical,Cars,EV,2016,1.39999997615814
4679,France,Historical,Trucks,EV,2016,0.013000000268221
4680,France,Historical,Trucks,EV,2017,0.032000001519919
4683,France,Historical,Cars,EV,2017,1.70000004768372
4691,France,Historical,Vans,EV,2017,1.89999997615814
4693,France,Historical,Buses,EV,2017,0.270000010728836
4720,France,Historical,Buses,EV,2018,1.60000002384186
4722,France,Historical,Vans,EV,2018,2.40000009536743
4730,France,Historical,Cars,EV,2018,2.0
4733,France,Historical,Trucks,EV,2018,0.048000000417233
4734,France,Historical,Trucks,EV,2019,0.037999998778105
4737,France,Historical,Cars,EV,2019,2.70000004768372
4744,France,Historical,Vans,EV,2019,2.29999995231628
4746,France,Historical,Buses,EV,2019,4.19999980926514
4774,France,Historical,Buses,EV,2020,2.90000009536743
4776,France,Historical,Vans,EV,2020,3.0
4783,France,Historical,Cars,EV,2020,11.0
4786,France,Historical,Trucks,EV,2020,0.035000000149012
4787,France,Historical,Trucks,EV,2021,0.086000002920628
4790,France,Historical,Cars,EV,2021,17.0
4800,France,Historical,Vans,EV,2021,3.0
4802,France,Historical,Buses,EV,2021,9.19999980926514
4831,France,Historical,Buses,EV,2022,14.0
4833,France,Historical,Vans,EV,2022,4.90000009536743
4841,France,Historical,Cars,EV,2022,20.0
4844,France,Historical,Trucks,EV,2022,0.850000023841858
4845,France,Historical,Trucks,EV,2023,6.19999980926514
4848,France,Historical,Cars,EV,2023,25.0
4856,France,Historical,Vans,EV,2023,7.59999990463257
4858,France,Historical,Buses,EV,2023,13.0
4881,Germany,Historical,Vans,EV,2010,0.086999997496605
4886,Germany,Historical,Cars,EV,2010,0.004900000058115
4889,Germany,Historical,Cars,EV,2011,0.052000001072884
4895,Germany,Historical,Vans,EV,2011,0.119999997317791
4908,Germany,Historical,Vans,EV,2012,0.430000007152557
4914,Germany,Historical,Cars,EV,2012,0.109999999403954
4917,Germany,Historical,Cars,EV,2013,0.230000004172325
4919,Germany,Historical,Vans,EV,2013,0.28999999165535
4944,Germany,Historical,Vans,EV,2014,0.319999992847443
4946,Germany,Historical,Cars,EV,2014,0.449999988079071
4951,Germany,Historical,Cars,EV,2015,0.730000019073486
4953,Germany,Historical,Vans,EV,2015,0.439999997615814
4978,Germany,Historical,Buses,EV,2016,3.40000009536743
4982,Germany,Historical,Vans,EV,2016,0.97000002861023
4984,Germany,Historical,Cars,EV,2016,0.740000009536743
4989,Germany,Historical,Cars,EV,2017,1.60000002384186
4991,Germany,Historical,Vans,EV,2017,1.70000004768372
4996,Germany,Historical,Buses,EV,2017,0.430000007152557
5018,Germany,Historical,Buses,EV,2018,0.639999985694885
5023,Germany,Historical,Vans,EV,2018,2.20000004768372
5025,Germany,Historical,Cars,EV,2018,2.0
5028,Germany,Historical,Trucks,EV,2018,0.300000011920929
5034,Germany,Historical,Trucks,EV,2019,0.629999995231628
5036,Germany,Historical,Cars,EV,2019,3.0
5038,Germany,Historical,Vans,EV,2019,2.29999995231628
5044,Germany,Historical,Buses,EV,2019,3.09999990463257
5068,Germany,Historical,Buses,EV,2020,6.09999990463257
5074,Germany,Historical,Vans,EV,2020,3.5
5076,Germany,Historical,Cars,EV,2020,14.0
5078,Germany,Historical,Trucks,EV,2020,1.10000002384186
5084,Germany,Historical,Trucks,EV,2021,1.29999995231628
5086,Germany,Historical,Cars,EV,2021,26.0
5089,Germany,Historical,Vans,EV,2021,5.09999990463257
5095,Germany,Historical,Buses,EV,2021,9.5
5125,Germany,Historical,Buses,EV,2022,13.0
5131,Germany,Historical,Vans,EV,2022,8.30000019073486
5134,Germany,Historical,Cars,EV,2022,31.0
5136,Germany,Historical,Trucks,EV,2022,1.5
5147,Germany,Historical,Trucks,EV,2023,2.29999995231628
5149,Germany,Historical,Cars,EV,2023,24.0
5152,Germany,Historical,Vans,EV,2023,9.69999980926514
5158,Germany,Historical,Buses,EV,2023,15.0
5176,Greece,Historical,Cars,EV,2013,0.005100000184029
5181,Greece,Historical,Cars,EV,2014,0.054999999701977
5189,Greece,Historical,Cars,EV,2015,0.078000001609325
5196,Greece,Historical,Cars,EV,2016,0.119999997317791
5205,Greece,Historical,Cars,EV,2017,0.219999998807907
5212,Greece,Historical,Cars,EV,2018,0.28999999165535
5221,Greece,Historical,Cars,EV,2019,0.419999986886978
5228,Greece,Historical,Cars,EV,2020,2.59999990463257
5237,Greece,Historical,Cars,EV,2021,6.90000009536743
5244,Greece,Historical,Cars,EV,2022,7.90000009536743
5252,Greece,Historical,Cars,EV,2023,14.0
5257,Hungary,Historical,Cars,EV,2015,0.170000001788139
5262,Hungary,Historical,Cars,EV,2016,0.360000014305115
5263,Hungary,Historical,Cars,EV,2017,1.0
5268,Hungary,Historical,Cars,EV,2018,1.5
5269,Hungary,Historical,Cars,EV,2019,1.89999997615814
5274,Hungary,Historical,Cars,EV,2020,4.69999980926514
5275,Hungary,Historical,Cars,EV,2021,7.0
5280,Hungary,Historical,Cars,EV,2022,8.60000038146973
5281,Hungary,Historical,Cars,EV,2023,11.0
5296,Iceland,Historical,Cars,EV,2012,0.330000013113022
5299,Iceland,Historical,Cars,EV,2013,1.39999997615814
5310,Iceland,Historical,Cars,EV,2014,2.40000009536743
5316,Iceland,Historical,Cars,EV,2015,3.90000009536743
5327,Iceland,Historical,Cars,EV,2016,6.30000019073486
5334,Iceland,Historical,Cars,EV,2017,14.0
5346,Iceland,Historical,Cars,EV,2018,20.0
5353,Iceland,Historical,Cars,EV,2019,26.0
5366,Iceland,Historical,Cars,EV,2020,52.0
5373,Iceland,Historical,Cars,EV,2021,70.0
5385,Iceland,Historical,Cars,EV,2022,69.0
5392,Iceland,Historical,Cars,EV,2023,71.0
5401,India,Historical,Cars,EV,2010,0.020999999716878
5408,India,Historical,Cars,EV,2011,0.056000001728535
5413,India,Historical,Cars,EV,2012,0.00719999987632
5420,India,Historical,Cars,EV,2013,0.016000000759959
5425,India,Historical,Cars,EV,2014,0.037999998778105
5434,India,Historical,Cars,EV,2015,0.017000000923872
5439,India,Historical,Buses,EV,2015,0.109999999403954
5442,India,Historical,Buses,EV,2016,0.027000000700355
5443,India,Historical,Vans,EV,2016,0.056000001728535
5449,India,Historical,Cars,EV,2016,0.026000000536442
5471,India,Historical,Cars,EV,2017,0.030999999493361
5477,India,Historical,Vans,EV,2017,0.310000002384186
5478,India,Historical,Buses,EV,2017,0.023000000044704
5481,India,Historical,Buses,EV,2018,0.280000001192093
5482,India,Historical,Vans,EV,2018,0.28999999165535
5488,India,Historical,Cars,EV,2018,0.029999999329448
5512,India,Historical,Cars,EV,2019,0.024000000208616
5520,India,Historical,Vans,EV,2019,0.159999996423721
5521,India,Historical,Buses,EV,2019,0.689999997615814
5524,India,Historical,Buses,EV,2020,6.0
5525,India,Historical,Vans,EV,2020,0.230000004172325
5542,India,Historical,Cars,EV,2020,0.119999997317791
5570,India,Projection-STEPS,Vans,EV,2020,0.230000004172325
5572,India,Projection-STEPS,Cars,EV,2020,0.119999997317791
5574,India,Projection-STEPS,Buses,EV,2020,6.0
5589,India,Projection-APS,Buses,EV,2020,6.0
5591,India,Projection-APS,Vans,EV,2020,0.230000004172325
5594,India,Projection-APS,Cars,EV,2020,0.119999997317791
5595,India,Projection-APS,Cars,EV,2021,0.349999994039536
5598,India,Projection-APS,Vans,EV,2021,0.419999986886978
5600,India,Projection-APS,Buses,EV,2021,7.5
5618,India,Projection-STEPS,Buses,EV,2021,7.5
5620,India,Projection-STEPS,Cars,EV,2021,0.349999994039536
5622,India,Projection-STEPS,Vans,EV,2021,0.419999986886978
5648,India,Historical,Cars,EV,2021,0.349999994039536
5667,India,Historical,Vans,EV,2021,0.419999986886978
5668,India,Historical,Buses,EV,2021,7.5
5671,India,Historical,Buses,EV,2022,6.19999980926514
5672,India,Historical,Vans,EV,2022,0.097999997437
5691,India,Historical,Cars,EV,2022,1.20000004768372
5719,India,Projection-STEPS,Vans,EV,2022,0.097999997437
5721,India,Projection-STEPS,Cars,EV,2022,1.20000004768372
5723,India,Projection-STEPS,Buses,EV,2022,6.19999980926514
5742,India,Projection-APS,Buses,EV,2022,6.19999980926514
5744,India,Projection-APS,Vans,EV,2022,0.097999997437
5747,India,Projection-APS,Cars,EV,2022,1.20000004768372
5748,India,Projection-APS,Cars,EV,2023,2.0
5751,India,Projection-APS,Vans,EV,2023,0.061999998986721
5753,India,Projection-APS,Buses,EV,2023,6.80000019073486
5771,India,Projection-STEPS,Buses,EV,2023,6.80000019073486
5773,India,Projection-STEPS,Cars,EV,2023,2.0
5775,India,Projection-STEPS,Vans,EV,2023,0.061999998986721
5809,India,Historical,Cars,EV,2023,2.0
5829,India,Historical,Vans,EV,2023,0.061999998986721
5830,India,Historical,Buses,EV,2023,6.80000019073486
5889,India,Projection-STEPS,Vans,EV,2025,3.0
5890,India,Projection-STEPS,Trucks,EV,2025,0.180000007152557
5892,India,Projection-STEPS,Cars,EV,2025,7.0
5895,India,Projection-STEPS,Buses,EV,2025,10.0
5911,India,Projection-APS,Buses,EV,2025,13.0
5913,India,Projection-APS,Trucks,EV,2025,0.610000014305115
5915,India,Projection-APS,Vans,EV,2025,5.0
5918,India,Projection-APS,Cars,EV,2025,9.0
5923,India,Projection-APS,Cars,EV,2030,32.0
5926,India,Projection-APS,Vans,EV,2030,31.0
5928,India,Projection-APS,Trucks,EV,2030,2.0
5930,India,Projection-APS,Buses,EV,2030,34.0
5934,India,Projection-STEPS,Buses,EV,2030,34.0
5937,India,Projection-STEPS,Cars,EV,2030,18.0
5939,India,Projection-STEPS,Trucks,EV,2030,2.0
5940,India,Projection-STEPS,Vans,EV,2030,9.0
6081,India,Projection-STEPS,Vans,EV,2035,22.0
6082,India,Projection-STEPS,Trucks,EV,2035,3.0
6084,India,Projection-STEPS,Cars,EV,2035,25.0
6087,India,Projection-STEPS,Buses,EV,2035,60.0
6091,India,Projection-APS,Buses,EV,2035,60.0
6093,India,Projection-APS,Trucks,EV,2035,6.0
6095,India,Projection-APS,Vans,EV,2035,80.0
6098,India,Projection-APS,Cars,EV,2035,59.0
6109,Ireland,Historical,Cars,EV,2015,0.469999998807907
6114,Ireland,Historical,Cars,EV,2016,0.469999998807907
6115,Ireland,Historical,Cars,EV,2017,0.72000002861023
6120,Ireland,Historical,Cars,EV,2018,1.60000002384186
6121,Ireland,Historical,Cars,EV,2019,4.09999990463257
6126,Ireland,Historical,Cars,EV,2020,7.40000009536743
6127,Ireland,Historical,Cars,EV,2021,16.0
6132,Ireland,Historical,Cars,EV,2022,22.0
6133,Ireland,Historical,Cars,EV,2023,27.0
6140,Israel,Historical,Cars,EV,2011,0.001300000003539
6147,Israel,Historical,Cars,EV,2012,0.270000010728836
6150,Israel,Historical,Cars,EV,2013,0.209999993443489
6152,Israel,Historical,Buses,EV,2013,3.19999999192078e-05
6161,Israel,Historical,Cars,EV,2014,0.021999999880791
6164,Israel,Historical,Cars,EV,2015,0.024000000208616
6177,Israel,Historical,Cars,EV,2016,0.021999999880791
6179,Israel,Historical,Buses,EV,2016,0.109999999403954
6186,Israel,Historical,Buses,EV,2017,0.949999988079071
6188,Israel,Historical,Cars,EV,2017,0.519999980926514
6202,Israel,Historical,Cars,EV,2018,1.20000004768372
6203,Israel,Historical,Buses,EV,2018,0.610000014305115
6210,Israel,Historical,Buses,EV,2019,0.370000004768372
6211,Israel,Historical,Cars,EV,2019,1.60000002384186
6227,Israel,Historical,Cars,EV,2020,2.59999990463257
6228,Israel,Historical,Buses,EV,2020,0.870000004768372
6230,Israel,Historical,Vans,EV,2020,0.360000014305115
6236,Israel,Historical,Vans,EV,2021,0.490000009536743
6238,Israel,Historical,Buses,EV,2021,0.779999971389771
6239,Israel,Historical,Cars,EV,2021,6.90000009536743
6261,Israel,Historical,Cars,EV,2022,12.0
6262,Israel,Historical,Buses,EV,2022,10.0
6264,Israel,Historical,Vans,EV,2022,0.689999997615814
6269,Israel,Historical,Vans,EV,2023,0.600000023841858
6271,Israel,Historical,Buses,EV,2023,11.0
6272,Israel,Historical,Cars,EV,2023,19.0
6288,Italy,Historical,Vans,EV,2010,0.119999997317791
6290,Italy,Historical,Cars,EV,2010,0.002000000094995
6293,Italy,Historical,Cars,EV,2011,0.00650000013411
6295,Italy,Historical,Vans,EV,2011,0.0489999987185
6305,Italy,Historical,Vans,EV,2012,0.310000002384186
6307,Italy,Historical,Cars,EV,2012,0.032999999821186
6314,Italy,Historical,Cars,EV,2013,0.079999998211861
6316,Italy,Historical,Vans,EV,2013,0.200000002980232
6332,Italy,Historical,Vans,EV,2014,0.25
6334,Italy,Historical,Cars,EV,2014,0.100000001490116
6341,Italy,Historical,Cars,EV,2015,0.140000000596046
6343,Italy,Historical,Vans,EV,2015,0.349999994039536
6362,Italy,Historical,Vans,EV,2016,0.430000007152557
6365,Italy,Historical,Cars,EV,2016,0.150000005960464
6367,Italy,Historical,Buses,EV,2016,1.39999997615814
6374,Italy,Historical,Buses,EV,2017,0.910000026226044
6376,Italy,Historical,Cars,EV,2017,0.25
6379,Italy,Historical,Vans,EV,2017,0.280000001192093
6400,Italy,Historical,Vans,EV,2018,0.389999985694885
6403,Italy,Historical,Cars,EV,2018,0.509999990463257
6405,Italy,Historical,Buses,EV,2018,1.39999997615814
6412,Italy,Historical,Buses,EV,2019,1.60000002384186
6414,Italy,Historical,Cars,EV,2019,0.899999976158142
6417,Italy,Historical,Vans,EV,2019,0.610000014305115
6441,Italy,Historical,Vans,EV,2020,0.879999995231628
6444,Italy,Historical,Cars,EV,2020,4.30000019073486
6446,Italy,Historical,Buses,EV,2020,3.09999990463257
6453,Italy,Historical,Buses,EV,2021,5.19999980926514
6455,Italy,Historical,Cars,EV,2021,9.5
6458,Italy,Historical,Vans,EV,2021,1.89999997615814
6483,Italy,Historical,Vans,EV,2022,3.0
6486,Italy,Historical,Cars,EV,2022,8.60000038146973
6488,Italy,Historical,Buses,EV,2022,4.09999990463257
6495,Italy,Historical,Buses,EV,2023,8.0
6496,Italy,Historical,Cars,EV,2023,9.19999980926514
